,ID,Priority,Family_type,First_stage,Start_time_S1,Finish_time_S1,Processing_Time_S1,Second_stage,Start_time_S2,Finish_Time_S2,Processing_Time_S2,Third_stage,Start_time_S3,Finish_time_S3,Processing_Time_S3,Fourth_stage,Start_time_s4,Finish_time,Processing_Time_S4,Overall_processing_time,Overall_waiting_time,Tardiness,BREAKS
113,39,14,32,SMD_3,2734,4287,1553,AOI_1,4287,5945,1658,SS_3,5945,6307,362,CC_0,7008,7184,176,3749,3435,0,2
114,48,14,16,SMD_2,6477,6585,108,AOI_0,6585,6749,164,SS_0,6749,6925,176,0,0,0,0,448,6477,0,0
115,60,14,6,SMD_2,13885,14530,645,AOI_2,14615,15561,946,SS_0,15561,16357,796,CC_1,17240,17655,415,2802,14853,0,0
116,64,14,1,SMD_0,3188,4568,1380,AOI_3,5074,5915,841,SS_2,5915,6642,727,0,0,0,0,2948,3694,0,1
117,102,14,18,SMD_3,13382,14370,988,AOI_4,14647,14842,195,SS_3,14842,15512,670,0,0,0,0,1853,13659,0,0
118,148,14,9,SMD_2,9980,10898,918,AOI_2,10898,11909,1011,SS_0,11909,13498,1589,0,0,0,0,3518,9980,0,1
119,9,15,25,SMD_0,13071,13770,699,AOI_0,13984,14848,864,SS_4,14848,15611,763,CC_1,17798,18522,724,3050,15472,0,0
120,65,15,7,SMD_0,14370,15304,934,AOI_1,15304,16265,961,SS_2,16265,17798,1533,CC_1,18522,18634,112,3540,15094,0,1
121,88,15,15,SMD_0,15304,15415,111,AOI_2,15561,15616,55,SS_3,15616,15704,88,0,0,0,0,254,15450,0,0
122,127,15,30,SMD_0,15599,15971,372,AOI_3,16098,17715,1617,0,0,0,0,CC_0,17715,18185,470,2459,15726,0,2
123,132,15,8,SMD_3,11461,12976,1515,AOI_0,12976,13984,1008,SS_3,13984,14723,739,CC_1,14820,15276,456,3718,11558,0,1
124,139,15,9,SMD_2,10898,11889,991,AOI_2,11909,11966,57,SS_1,11966,13495,1529,CC_1,14105,14389,284,2861,11528,0,1
125,151,15,18,SMD_3,14370,14420,50,AOI_4,14842,14883,41,SS_2,15227,15277,50,CC_1,17655,17798,143,284,17514,0,0
126,159,15,12,SMD_1,14849,15807,958,AOI_2,15896,16571,675,SS_1,16571,17649,1078,0,0,0,0,2711,14938,0,1
127,38,16,6,SMD_2,14979,15241,262,AOI_0,15241,15722,481,SS_2,15722,15833,111,CC_1,18707,18789,82,936,17853,0,0
128,40,16,24,SMD_4,11494,11586,92,AOI_2,11966,12028,62,SS_3,12030,12091,61,CC_1,12130,12179,49,264,11915,0,0
129,63,16,20,SMD_4,6610,6816,206,AOI_0,6816,7482,666,0,0,0,0,0,0,0,0,872,6610,0,0
130,73,16,29,SMD_0,7028,7128,100,AOI_4,7446,7506,60,SS_4,7542,7697,155,0,0,0,0,315,7382,0,0
131,77,16,26,SMD_4,10435,10474,39,AOI_2,10813,10862,49,SS_3,11219,11261,42,CC_1,11804,11946,142,272,11674,0,0
132,79,16,18,SMD_3,14420,15378,958,AOI_2,15616,15896,280,SS_1,15896,16549,653,CC_1,18789,18933,144,2035,16898,0,0
133,100,16,18,SMD_3,15378,16285,907,AOI_0,16469,18117,1648,SS_2,18117,18487,370,CC_1,18634,18707,73,2998,15709,0,1
134,24,17,15,SMD_0,15415,15547,132,AOI_3,15765,15970,205,SS_2,15970,16187,217,CC_0,16187,16227,40,594,15633,0,0
135,28,17,17,SMD_4,15705,16386,681,AOI_2,16571,17467,896,SS_4,17525,17943,418,0,0,0,0,1995,15948,0,1
136,46,17,20,SMD_4,6816,7203,387,AOI_2,7478,7687,209,SS_1,7687,8029,342,CC_1,9023,9218,195,1133,8085,0,0
137,50,17,30,SMD_0,15971,16226,255,AOI_1,16265,17262,997,SS_1,17649,18396,747,0,0,0,0,1999,16397,0,1
138,67,17,16,SMD_2,6585,6849,264,AOI_2,6849,7152,303,0,0,0,0,CC_0,7184,7274,90,657,6617,0,0
139,68,17,5,SMD_4,14102,14705,603,AOI_0,14848,15107,259,SS_2,15277,15633,356,CC_1,19071,19336,265,1483,17853,0,0
140,108,17,13,SMD_3,8656,8768,112,AOI_2,8768,9366,598,SS_0,9366,9465,99,0,0,0,0,809,8656,0,1
141,123,17,25,SMD_0,13770,14233,463,AOI_4,14341,14647,306,SS_1,14647,14974,327,0,0,0,0,1096,13878,0,0
142,134,17,3,SMD_0,5269,5862,593,AOI_0,5862,6098,236,SS_4,6123,6610,487,CC_0,6741,6865,124,1440,5425,0,0
143,136,17,17,SMD_4,16386,16455,69,AOI_4,16804,16862,58,SS_4,16862,17525,663,CC_1,18933,19071,138,928,18143,0,1
144,143,17,17,SMD_4,16455,17247,792,AOI_4,17247,17910,663,SS_0,17910,17953,43,CC_0,18339,18389,50,1548,16841,0,2
145,82,18,13,SMD_3,8768,9044,276,AOI_3,10305,10403,98,SS_1,10403,11179,776,CC_1,12179,13150,971,2121,11029,0,1
146,124,18,21,SMD_4,15642,15705,63,AOI_3,15970,16098,128,SS_4,16098,16153,55,CC_1,19336,19488,152,398,19090,0,0
147,126,18,6,SMD_2,15241,15913,672,AOI_4,15919,16804,885,SS_3,16804,18251,1447,CC_1,19652,20016,364,3368,16648,0,1
148,138,18,12,SMD_1,15807,17388,1581,AOI_1,17388,17982,594,SS_0,17982,18694,712,CC_1,19488,19652,164,3051,16601,0,1
149,142,18,33,SMD_3,11274,11368,94,AOI_1,11368,11421,53,SS_0,11421,11541,120,CC_1,12088,12130,42,309,11821,0,0
150,153,18,3,SMD_0,5862,6304,442,AOI_1,6304,6513,209,SS_1,6631,7046,415,CC_1,7387,7583,196,1262,6321,0,0
151,156,18,15,SMD_0,15547,15599,52,AOI_4,16929,16984,55,SS_0,17794,17844,50,0,0,0,0,157,17687,0,0
152,157,18,20,SMD_2,15913,16060,147,AOI_4,16862,16929,67,SS_2,17798,17965,167,0,0,0,0,381,17584,0,0
153,8,19,36,SMD_2,12989,13885,896,AOI_4,14939,15919,980,0,0,0,0,CC_1,20065,20306,241,2117,18189,0,0
154,57,19,28,SMD_2,1259,1425,166,AOI_4,1425,1518,93,SS_4,1518,1608,90,0,0,0,0,349,1259,0,0
155,72,19,20,SMD_2,16060,16157,97,AOI_4,16984,17052,68,SS_0,17844,17899,55,CC_1,20016,20065,49,269,19796,0,0
156,76,19,2,SMD_1,6047,6960,913,AOI_3,6960,7951,991,SS_2,7951,9442,1491,0,0,0,0,3395,6047,0,1
157,83,19,4,SMD_0,9568,9746,178,AOI_3,10403,10483,80,0,0,0,0,CC_1,10483,10651,168,426,10225,0,0
158,140,19,31,SMD_4,3233,4908,1675,AOI_4,5077,5318,241,SS_0,5318,6092,774,CC_0,6092,6741,649,3339,3402,0,1
159,155,19,11,SMD_1,13216,14052,836,AOI_4,14085,14341,256,0,0,0,0,0,0,0,0,1092,13249,0,0
0,12,1,34,SMD_0,0,402,402,AOI_2,402,781,379,0,0,0,0,CC_1,781,979,198,979,0,0,0
1,23,1,37,SMD_1,0,354,354,AOI_0,354,441,87,SS_0,441,592,151,CC_1,592,696,104,696,0,0,0
2,131,1,29,SMD_3,0,37,37,AOI_0,37,90,53,SS_0,90,138,48,0,0,0,0,138,0,0,0
3,29,1,18,SMD_0,402,1155,753,AOI_1,1155,1457,302,SS_2,1457,2127,670,CC_0,2243,2441,198,1923,518,0,0
4,75,1,20,SMD_4,0,189,189,AOI_1,189,766,577,SS_0,766,1021,255,0,0,0,0,1021,0,0,0
5,78,1,29,SMD_3,37,172,135,AOI_0,172,230,58,SS_0,230,339,109,0,0,0,0,302,37,0,0
6,81,1,28,SMD_2,0,723,723,AOI_0,723,1170,447,SS_0,1170,1600,430,CC_0,1600,1776,176,1776,0,0,0
7,6,2,21,SMD_1,1625,1955,330,AOI_1,1955,2281,326,SS_0,2281,2538,257,CC_0,2575,2619,44,957,1662,0,0
8,49,2,39,SMD_4,1438,1956,518,AOI_2,1956,2048,92,SS_4,2048,2171,123,CC_0,2441,2517,76,809,1708,0,0
9,66,2,19,SMD_1,1301,1562,261,AOI_1,1562,1850,288,SS_4,1850,2007,157,CC_1,2089,2221,132,838,1383,0,0
10,84,2,33,SMD_3,1835,1943,108,AOI_0,1943,2038,95,SS_0,2038,2168,130,0,0,0,0,333,1835,0,0
11,93,2,28,SMD_2,723,881,158,AOI_1,881,1058,177,SS_2,1058,1153,95,CC_0,1153,1203,50,480,723,0,0
12,115,2,38,SMD_1,1159,1301,142,AOI_3,1301,1342,41,0,0,0,0,CC_1,1342,1492,150,333,1159,0,0
13,125,2,31,SMD_4,439,1438,999,AOI_4,1438,2281,843,0,0,0,0,0,0,0,0,1842,439,0,0
14,154,2,39,SMD_4,2951,3274,323,AOI_4,3274,3532,258,SS_2,3532,4626,1094,0,0,0,0,1675,2951,711,1
15,37,3,14,SMD_0,2554,3049,495,AOI_0,3049,3304,255,SS_3,3304,3510,206,CC_0,4338,4405,67,1023,3382,0,0
16,98,3,3,SMD_2,1425,1667,242,AOI_0,1667,1840,173,0,0,0,0,CC_1,1840,2089,249,664,1425,0,0
17,110,3,13,SMD_2,3161,3275,114,AOI_0,3304,3347,43,SS_4,3347,3395,48,CC_1,3395,3441,46,251,3190,0,0
18,118,3,32,SMD_4,1956,2951,995,AOI_3,2951,4681,1730,SS_3,4681,5853,1172,CC_1,5864,6671,807,4704,1967,1451,2
19,13,4,20,SMD_0,3227,4883,1656,AOI_1,4883,5226,343,SS_4,5226,5670,444,CC_1,5670,5864,194,2637,3227,0,1
20,15,4,33,SMD_3,1943,2085,142,AOI_2,2085,2125,40,0,0,0,0,CC_1,2221,2372,151,333,2039,0,0
21,55,4,16,SMD_2,3423,4477,1054,AOI_1,4477,4584,107,SS_0,4584,4884,300,CC_1,4983,5162,179,1640,3522,0,1
22,86,4,1,SMD_1,4498,4595,97,AOI_4,4595,5136,541,SS_4,5136,5199,63,0,0,0,0,701,4498,0,1
23,87,4,28,SMD_2,881,928,47,AOI_2,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0
24,107,4,39,SMD_4,3274,4787,1513,AOI_3,4787,5177,390,SS_2,5177,5864,687,0,0,0,0,2590,3274,0,1
25,116,4,5,SMD_3,5000,5241,241,AOI_1,5241,5547,306,SS_4,5670,5824,154,CC_1,6671,6719,48,749,5970,194,0
26,137,4,30,SMD_1,4595,4749,154,AOI_1,4749,4805,56,SS_2,4805,4884,79,CC_1,4935,4983,48,337,4646,0,0
27,145,4,13,SMD_2,3275,3347,72,AOI_2,3370,3424,54,SS_4,3424,3507,83,0,0,0,0,209,3298,0,0
28,5,5,2,SMD_1,5010,5129,119,AOI_4,5136,5593,457,SS_1,5734,5814,80,CC_0,5888,5942,54,710,5232,0,0
29,7,5,11,SMD_3,5658,6604,946,AOI_2,6604,6761,157,SS_1,6761,7033,272,CC_1,7052,7130,78,1453,5677,0,0
30,17,5,11,SMD_3,5241,5658,417,AOI_2,5658,5932,274,SS_3,5932,6154,222,CC_1,6719,6884,165,1078,5806,0,0
31,54,5,10,SMD_1,2910,4498,1588,AOI_2,4498,5578,1080,SS_0,5758,6532,774,0,0,0,0,3442,3090,0,2
32,80,5,23,SMD_0,6448,6838,390,AOI_2,6838,7033,195,SS_1,7033,7198,165,CC_0,7198,7323,125,875,6448,0,0
33,94,5,19,SMD_1,1562,1625,63,AOI_3,1625,1761,136,SS_1,1761,1961,200,0,0,0,0,399,1562,0,0
34,106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,578,53,224,354,0,0
35,144,5,22,SMD_1,4749,5010,261,AOI_0,5019,5066,47,SS_2,5066,5157,91,CC_0,5157,5246,89,488,4758,0,0
36,1,6,36,SMD_4,8970,9059,89,AOI_4,9100,9141,41,SS_3,9141,9205,64,CC_1,9229,9371,142,336,9035,236,0
37,16,6,24,SMD_1,7843,8946,1103,AOI_4,8999,9100,101,SS_2,9100,9229,129,CC_1,9371,9609,238,1571,8038,474,1
38,19,6,1,SMD_4,5893,6621,728,AOI_1,6621,7498,877,0,0,0,0,CC_1,7643,8651,1008,2613,6038,0,1
39,32,6,29,SMD_3,172,1056,884,AOI_2,1056,1944,888,0,0,0,0,CC_0,1944,2243,299,2071,172,0,0
40,90,6,28,SMD_2,928,982,54,AOI_4,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0
41,95,6,27,SMD_2,4477,4592,115,AOI_1,4592,4653,61,SS_2,4653,4786,133,CC_1,4786,4935,149,458,4477,0,0
42,96,6,29,SMD_3,1056,1735,679,AOI_3,1761,1846,85,SS_3,1846,2126,280,CC_1,2372,2484,112,1156,1328,0,0
43,103,6,35,SMD_0,6838,7127,289,AOI_2,7127,7412,285,SS_0,7412,8532,1120,CC_0,8532,9280,748,2442,6838,145,2
44,35,7,35,SMD_0,7127,7488,361,AOI_2,7488,7708,220,SS_4,7708,7923,215,0,0,0,0,796,7127,0,0
45,61,7,13,SMD_0,5532,6448,916,AOI_4,6448,7316,868,SS_3,7316,8822,1506,CC_0,9280,9932,652,3942,5990,0,1
46,74,7,26,SMD_0,8953,9981,1028,AOI_1,10032,10904,872,SS_1,10904,11683,779,0,0,0,0,2679,9004,1243,0
47,105,7,9,SMD_2,4592,5387,795,AOI_3,5387,5839,452,0,0,0,0,0,0,0,0,1247,4592,0,0
48,128,7,20,SMD_0,4883,5532,649,AOI_1,5547,5715,168,SS_1,5814,5946,132,CC_1,6884,7006,122,1071,5935,0,0
49,130,7,33,SMD_3,2085,2379,294,AOI_0,2379,2571,192,SS_0,2571,2691,120,CC_1,2702,2747,45,651,2096,0,0
50,146,7,7,SMD_0,7681,7861,180,AOI_3,7861,9032,1171,SS_1,9032,9841,809,CC_1,9841,10048,207,2367,7681,0,2
51,152,7,12,SMD_1,5129,6091,962,AOI_0,6091,7016,925,SS_2,7016,7769,753,CC_1,8794,9087,293,2933,6154,0,0
52,21,8,6,SMD_0,7986,8953,967,AOI_3,9032,9200,168,0,0,0,0,CC_0,9932,9991,59,1194,8797,0,1
53,30,8,26,SMD_4,9808,10026,218,AOI_3,10041,10245,204,SS_3,10245,10447,202,CC_0,10447,10507,60,684,9823,0,0
54,33,8,6,SMD_2,9382,9733,351,AOI_1,9733,10032,299,SS_3,10032,10223,191,CC_1,10584,10626,42,883,9743,0,0
55,41,8,36,SMD_2,9733,9881,148,AOI_2,10099,10157,58,SS_4,10157,10252,95,CC_1,10626,10764,138,439,10325,0,0
56,120,8,4,SMD_4,10418,10562,144,AOI_0,10562,10630,68,SS_3,10630,10883,253,0,0,0,0,465,10418,0,0
57,122,8,31,SMD_4,9059,9808,749,AOI_0,9808,10394,586,SS_0,10408,11224,816,CC_0,11224,11401,177,2328,9073,0,0
58,133,8,24,SMD_1,8946,9861,915,AOI_4,9861,10164,303,SS_1,10195,10537,342,CC_0,10537,10671,134,1694,8977,0,0
59,158,8,15,SMD_0,7861,7986,125,AOI_0,8561,8758,197,0,0,0,0,CC_0,9991,10060,69,391,9669,0,0
60,160,8,6,SMD_2,9098,9382,284,AOI_1,9382,9558,176,SS_0,9810,9897,87,0,0,0,0,547,9350,0,0
61,3,9,39,SMD_4,4787,5788,1001,AOI_1,5788,6618,830,0,0,0,0,0,0,0,0,1831,4787,0,0
62,14,9,35,SMD_0,7488,7681,193,AOI_3,7681,7749,68,SS_2,7769,8804,1035,0,0,0,0,1296,7508,0,1
63,18,9,22,SMD_3,9843,10811,968,AOI_2,10811,11654,843,SS_1,11683,13016,1333,CC_1,13016,13474,458,3602,9872,424,2
64,34,9,13,SMD_2,3347,3423,76,AOI_2,3424,3470,46,SS_1,3470,3547,77,CC_0,4405,4445,40,239,4206,0,0
65,36,9,11,SMD_3,6604,7175,571,AOI_3,7261,7649,388,0,0,0,0,CC_1,9087,9229,142,1101,8128,0,0
66,44,9,1,SMD_4,6621,7600,979,AOI_1,7600,9346,1746,SS_1,9841,10195,354,CC_1,10306,10584,278,3357,7227,0,1
67,53,9,4,SMD_4,10562,10652,90,AOI_0,10652,10870,218,0,0,0,0,CC_1,11018,11079,61,369,10710,0,0
68,62,9,33,SMD_3,2379,3331,952,AOI_0,3347,5019,1672,SS_0,5019,5758,739,CC_0,5942,6370,428,3791,2579,0,1
69,85,9,19,SMD_2,9881,10821,940,AOI_3,10821,11838,1017,SS_3,11838,13193,1355,0,0,0,0,3312,9881,143,1
70,89,9,8,SMD_1,10188,10281,93,AOI_3,10307,10359,52,SS_4,10368,10432,64,CC_1,10764,10812,48,257,10555,0,0
71,97,9,27,SMD_0,9981,10895,914,AOI_0,10895,11246,351,SS_0,11246,12686,1440,CC_0,12686,13686,1000,3705,9981,636,2
72,99,9,2,SMD_1,11100,11208,108,AOI_0,11246,11490,244,SS_3,11490,11692,202,0,0,0,0,554,11138,0,0
73,119,9,26,SMD_4,10026,10379,353,AOI_3,10379,10556,177,SS_1,10556,10862,306,CC_1,11079,11239,160,996,10243,0,0
74,129,9,39,SMD_4,5788,5893,105,AOI_3,5893,5961,68,SS_1,5961,6013,52,CC_1,7006,7052,46,271,6781,0,0
75,150,9,22,SMD_3,10811,11534,723,AOI_0,11534,12822,1288,SS_0,12862,13551,689,CC_1,13789,13939,150,2850,11089,889,1
76,20,10,20,SMD_4,189,233,44,AOI_0,233,290,57,0,0,0,0,CC_0,290,315,25,126,189,0,0
77,26,10,25,SMD_4,11377,11630,253,AOI_4,11640,13108,1468,SS_2,13184,13369,185,CC_1,13474,13544,70,1976,11568,0,1
78,43,10,16,SMD_0,10895,11814,919,AOI_3,11838,12275,437,SS_2,12275,13184,909,CC_1,13544,13789,245,2510,11279,0,1
79,52,10,33,SMD_3,3331,5000,1669,AOI_0,5066,5895,829,SS_2,5895,6542,647,CC_1,7130,7440,310,3455,3985,0,1
80,71,10,27,SMD_1,12121,13908,1787,AOI_1,13908,14283,375,SS_3,14283,15046,763,0,0,0,0,2925,12121,691,1
81,109,10,37,SMD_1,475,1159,684,AOI_3,1159,1282,123,SS_1,1282,1661,379,CC_0,1776,1872,96,1282,590,0,0
82,111,10,28,SMD_2,982,1259,277,AOI_0,1259,1490,231,SS_3,1490,1609,119,CC_1,1609,1682,73,700,982,0,0
83,113,10,3,SMD_2,1667,2062,395,AOI_0,2062,2247,185,0,0,0,0,0,0,0,0,580,1667,0,0
84,121,10,3,SMD_2,2062,2126,64,AOI_2,2126,2362,236,SS_1,2362,2468,106,CC_1,2484,2654,170,576,2078,0,0
85,69,11,9,SMD_2,5387,6108,721,AOI_2,6108,6586,478,SS_0,6586,7369,783,CC_1,7440,7643,203,2185,5458,0,0
86,4,11,11,SMD_3,7175,8771,1596,AOI_0,8771,9777,1006,SS_0,9897,10408,511,CC_1,10812,11018,206,3319,7699,0,1
87,25,11,24,SMD_1,9861,9974,113,AOI_2,10157,10734,577,0,0,0,0,CC_0,10734,10802,68,758,10044,0,0
88,31,11,11,SMD_3,8771,8825,54,AOI_4,9141,9190,49,0,0,0,0,CC_1,9609,9756,147,250,9506,0,0
89,51,11,32,SMD_3,11534,12012,478,AOI_2,12012,13311,1299,SS_2,13369,13913,544,0,0,0,0,2321,11592,0,1
90,70,11,36,SMD_0,13285,13460,175,AOI_2,13460,13560,100,SS_0,13560,13741,181,0,0,0,0,456,13285,0,0
91,101,11,16,SMD_0,11814,12170,356,AOI_3,12275,12369,94,SS_4,12369,13372,1003,0,0,0,0,1453,11919,0,1
92,112,11,33,SMD_2,14072,14167,95,AOI_2,14167,14215,48,SS_0,14215,14292,77,CC_1,14490,14537,47,267,14270,0,0
93,117,11,31,SMD_2,11676,13153,1477,AOI_1,13153,13257,104,SS_3,13257,13434,177,CC_0,13686,13754,68,1826,11928,0,1
94,135,11,19,SMD_2,10821,11676,855,AOI_2,11676,11968,292,0,0,0,0,CC_0,12127,12249,122,1269,10980,0,0
95,147,11,9,SMD_2,6108,6359,251,AOI_3,6359,7261,902,SS_1,7261,7588,327,0,0,0,0,1480,6108,0,0
96,59,12,27,SMD_1,13908,14819,911,AOI_4,14819,15646,827,SS_3,15646,17104,1458,CC_0,17929,18321,392,3588,14733,1356,1
97,42,12,20,SMD_4,13571,14342,771,AOI_0,14342,15247,905,SS_0,15247,15904,657,CC_0,15904,15951,47,2380,13571,0,0
98,45,12,35,SMD_4,10830,11144,314,AOI_4,11144,11308,164,SS_2,11308,11964,656,CC_0,11964,12127,163,1297,10830,0,0
99,104,12,18,SMD_0,1155,1516,361,AOI_0,1516,1661,145,SS_0,1661,1997,336,CC_0,2517,2575,58,900,1675,0,0
100,114,12,5,SMD_3,13533,14487,954,AOI_1,14487,15508,1021,SS_2,15508,16232,724,CC_1,16232,17541,1309,4008,13533,576,1
101,22,13,24,SMD_1,9974,10096,122,AOI_4,10164,10329,165,SS_4,10432,10974,542,CC_0,10974,11093,119,948,10145,0,0
102,47,13,7,SMD_0,14511,14648,137,AOI_3,14648,14691,43,0,0,0,0,0,0,0,0,180,14511,0,0
103,56,13,1,SMD_4,7600,7720,120,AOI_0,7720,8561,841,SS_0,8561,8620,59,CC_1,8651,8794,143,1163,7631,0,1
104,58,13,14,SMD_0,3049,3227,178,AOI_4,3227,3273,46,SS_2,3273,3439,166,CC_1,3441,4236,795,1185,3051,0,1
105,92,13,35,SMD_4,11144,11377,233,AOI_4,11377,11640,263,SS_4,11640,11751,111,0,0,0,0,607,11144,0,0
106,141,13,40,SMD_2,14261,14910,649,AOI_3,14938,15200,262,0,0,0,0,0,0,0,0,911,14289,0,0
107,149,13,11,SMD_3,8825,9007,182,AOI_4,9190,9335,145,SS_4,9335,10123,788,CC_0,10123,10165,42,1157,9008,0,1
108,91,14,6,SMD_0,16227,17347,1120,AOI_1,17347,18133,786,SS_0,18133,18709,576,CC_1,18887,18944,57,2539,16405,0,1
109,2,14,5,SMD_3,14487,15337,850,AOI_0,15369,16248,879,SS_2,16248,17572,1324,CC_1,17679,18114,435,3488,14626,0,1
110,10,14,36,SMD_0,13460,13615,155,AOI_1,13615,13697,82,SS_3,13697,14043,346,CC_1,14537,14653,116,699,13954,0,0
111,11,14,21,SMD_1,1955,2847,892,AOI_1,2847,4374,1527,SS_1,4374,5734,1360,CC_0,5734,5888,154,3933,1955,0,2
112,27,14,40,SMD_2,14910,15058,148,AOI_3,15200,15256,56,SS_2,15256,15443,187,0,0,0,0,391,15052,0,0
113,39,14,32,SMD_3,12012,13533,1521,AOI_4,13533,14490,957,SS_4,14490,14852,362,CC_0,14852,15028,176,3016,12012,0,1
114,48,14,16,SMD_0,12170,12278,108,AOI_3,12369,12533,164,SS_0,12686,12862,176,0,0,0,0,448,12414,0,0
115,60,14,6,SMD_0,15582,16227,645,AOI_0,16248,17876,1628,SS_4,17876,18852,976,CC_1,18944,19359,415,3664,15695,0,2
116,64,14,1,SMD_4,7720,8970,1250,AOI_3,9200,10041,841,SS_2,10064,10791,727,0,0,0,0,2818,7973,0,1
117,102,14,18,SMD_0,1516,2504,988,AOI_1,2504,2699,195,SS_0,2699,3369,670,0,0,0,0,1853,1516,0,0
118,148,14,9,SMD_2,6359,7277,918,AOI_4,7316,8999,1683,SS_0,8999,9810,811,0,0,0,0,3412,6398,0,1
119,9,15,25,SMD_4,11630,13108,1478,AOI_0,13108,13972,864,SS_1,13972,14735,763,CC_1,14735,15364,629,3734,11630,0,1
120,65,15,7,SMD_0,14648,15582,934,AOI_1,15582,17263,1681,SS_3,17263,18028,765,CC_1,18114,18226,112,3492,14734,0,1
121,88,15,15,SMD_1,14819,14930,111,AOI_0,15247,15302,55,SS_1,15302,15390,88,0,0,0,0,254,15136,0,0
122,127,15,30,SMD_1,15114,15486,372,AOI_2,15491,17092,1601,0,0,0,0,CC_0,17092,17929,837,2810,15119,0,2
123,132,15,8,SMD_1,10281,11100,819,AOI_1,11100,12835,1735,SS_1,13016,13755,739,CC_1,13939,14490,551,3844,10646,0,1
124,139,15,9,SMD_2,7277,9098,1821,AOI_2,9209,9266,57,SS_2,9266,10064,798,CC_1,10117,10306,189,2865,7441,0,1
125,151,15,18,SMD_0,2504,2554,50,AOI_2,2554,2595,41,SS_1,2595,2645,50,CC_1,2654,2702,48,189,2513,0,0
126,159,15,12,SMD_1,6091,7004,913,AOI_0,7016,7691,675,SS_1,7691,8077,386,0,0,0,0,1974,6103,0,0
127,38,16,6,SMD_0,17347,17609,262,AOI_4,17609,18696,1087,SS_1,18696,18807,111,CC_1,19359,19441,82,1542,17899,0,1
128,40,16,24,SMD_1,10096,10188,92,AOI_3,10245,10307,62,SS_4,10307,10368,61,CC_1,11286,11430,144,359,11071,0,0
129,63,16,20,SMD_4,233,439,206,AOI_3,439,1105,666,0,0,0,0,0,0,0,0,872,233,0,0
130,73,16,29,SMD_3,1735,1835,100,AOI_0,1840,1900,60,SS_1,1961,2116,155,0,0,0,0,315,1801,0,0
131,77,16,26,SMD_4,10379,10418,39,AOI_0,10418,10467,49,SS_3,10467,10509,42,CC_1,11239,11286,47,177,11109,0,0
132,79,16,18,SMD_4,15880,17532,1652,AOI_2,17532,17812,280,SS_2,17812,18465,653,CC_1,18469,18613,144,2729,15884,0,1
133,100,16,18,SMD_4,14928,15880,952,AOI_3,15900,17614,1714,SS_0,17614,17984,370,CC_1,18226,18299,73,3109,15190,0,1
134,24,17,15,SMD_1,14930,15062,132,AOI_3,15256,15461,205,SS_1,15461,15678,217,CC_0,15736,15776,40,594,15182,0,0
135,28,17,17,SMD_2,15058,15739,681,AOI_3,15739,15900,161,SS_1,15900,16318,418,0,0,0,0,1260,15058,0,0
136,46,17,20,SMD_4,14342,14729,387,AOI_3,14729,14938,209,SS_1,14938,15280,342,CC_1,15364,15559,195,1133,14426,0,0
137,50,17,30,SMD_1,15486,15741,255,AOI_4,15741,16013,272,SS_0,16013,17453,1440,0,0,0,0,1967,15486,0,1
138,67,17,16,SMD_0,12278,13285,1007,AOI_1,13285,13588,303,0,0,0,0,CC_0,13754,13844,90,1400,12444,0,1
139,68,17,5,SMD_3,15337,15940,603,AOI_4,16013,16272,259,SS_4,16272,16628,356,CC_1,18299,18469,170,1388,17081,0,0
140,108,17,13,SMD_2,15870,16027,157,AOI_4,16272,16331,59,SS_1,16331,16430,99,0,0,0,0,315,16115,0,0
141,123,17,25,SMD_4,13108,13571,463,AOI_2,13571,13877,306,SS_0,13877,14204,327,0,0,0,0,1096,13108,0,0
142,134,17,3,SMD_2,2126,2719,593,AOI_0,2719,2955,236,SS_1,2955,3442,487,CC_0,3442,4338,896,2212,2126,0,1
143,136,17,17,SMD_2,15739,15808,69,AOI_4,16331,16389,58,SS_1,16430,16476,46,CC_1,17541,17679,138,311,17368,0,0
144,143,17,17,SMD_2,15808,15870,62,AOI_4,16389,16440,51,SS_1,16476,16519,43,CC_0,16519,16569,50,206,16363,0,0
145,82,18,13,SMD_2,16027,16303,276,AOI_4,16440,16538,98,SS_1,16538,17985,1447,CC_1,18613,18887,274,2095,16792,0,1
146,124,18,21,SMD_1,2847,2910,63,AOI_2,2910,3038,128,SS_2,3038,3093,55,CC_1,3093,3150,57,303,2847,0,0
147,126,18,6,SMD_0,17609,18281,672,AOI_0,18281,19166,885,SS_0,19166,19897,731,CC_1,19897,20261,364,2652,17609,0,0
148,138,18,12,SMD_1,7004,7843,839,AOI_2,7843,9209,1366,SS_3,9209,9921,712,CC_1,10048,10117,69,2986,7131,0,1
149,142,18,33,SMD_2,14167,14261,94,AOI_2,14261,14314,53,SS_4,14314,14434,120,CC_1,14653,14695,42,309,14386,0,0
150,153,18,3,SMD_2,2719,3161,442,AOI_2,3161,3370,209,SS_0,3370,4463,1093,CC_1,4463,4659,196,1940,2719,0,1
151,156,18,15,SMD_1,15062,15114,52,AOI_3,15461,15516,55,SS_4,15516,15566,50,0,0,0,0,157,15409,0,0
